"01/01/1855 12:00:01 AM to 01/01/1855 12:00:01 AM","01/01/1855 12:00:01 AM to 01/01/1867 12:00:01 AM","01/01/1855 12:00:01 AM to 08/01/1924 12:00:01 AM","01/01/1855 12:00:01 AM to 10/01/1924 12:00:01 AM","01/01/1855 12:00:01 AM to 11/24/1933 12:00:01 AM","01/01/1855 12:00:01 AM to 05/12/1951 12:00:01 AM","01/01/1855 12:00:01 AM to 04/18/1974 12:00:01 AM","01/01/1855 12:00:01 AM to 12/29/2002 12:00:01 AM","01/01/1855 12:00:01 AM to 11/25/2003 12:00:01 AM","01/01/1855 12:00:01 AM to 03/01/2006 12:00:01 AM","01/01/1867 12:00:01 AM to 01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM to 08/01/1924 12:00:01 AM","01/01/1867 12:00:01 AM to 10/01/1924 12:00:01 AM","01/01/1867 12:00:01 AM to 11/24/1933 12:00:01 AM","01/01/1867 12:00:01 AM to 05/12/1951 12:00:01 AM","01/01/1867 12:00:01 AM to 04/18/1974 12:00:01 AM","01/01/1867 12:00:01 AM to 12/29/2002 12:00:01 AM","01/01/1867 12:00:01 AM to 11/25/2003 12:00:01 AM","01/01/1867 12:00:01 AM to 03/01/2006 12:00:01 AM","08/01/1924 12:00:01 AM to 08/01/1924 12:00:01 AM","08/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM","08/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM","08/01/1924 12:00:01 AM to 05/12/1951 12:00:01 AM","08/01/1924 12:00:01 AM to 04/18/1974 12:00:01 AM","08/01/1924 12:00:01 AM to 12/29/2002 12:00:01 AM","08/01/1924 12:00:01 AM to 11/25/2003 12:00:01 AM","08/01/1924 12:00:01 AM to 03/01/2006 12:00:01 AM","10/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM","10/01/1924 12:00:01 AM to 05/12/1951 12:00:01 AM","10/01/1924 12:00:01 AM to 04/18/1974 12:00:01 AM","10/01/1924 12:00:01 AM to 12/29/2002 12:00:01 AM","10/01/1924 12:00:01 AM to 11/25/2003 12:00:01 AM","10/01/1924 12:00:01 AM to 03/01/2006 12:00:01 AM","11/24/1933 12:00:01 AM to 11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM to 05/12/1951 12:00:01 AM","11/24/1933 12:00:01 AM to 04/18/1974 12:00:01 AM","11/24/1933 12:00:01 AM to 12/29/2002 12:00:01 AM","11/24/1933 12:00:01 AM to 11/25/2003 12:00:01 AM","11/24/1933 12:00:01 AM to 03/01/2006 12:00:01 AM","05/12/1951 12:00:01 AM to 05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM to 04/18/1974 12:00:01 AM","05/12/1951 12:00:01 AM to 12/29/2002 12:00:01 AM","05/12/1951 12:00:01 AM to 11/25/2003 12:00:01 AM","05/12/1951 12:00:01 AM to 03/01/2006 12:00:01 AM","04/18/1974 12:00:01 AM to 04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM to 12/29/2002 12:00:01 AM","04/18/1974 12:00:01 AM to 11/25/2003 12:00:01 AM","04/18/1974 12:00:01 AM to 03/01/2006 12:00:01 AM","12/29/2002 12:00:01 AM to 12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM to 11/25/2003 12:00:01 AM","12/29/2002 12:00:01 AM to 03/01/2006 12:00:01 AM","11/25/2003 12:00:01 AM to 11/25/2003 12:00:01 AM","11/25/2003 12:00:01 AM to 03/01/2006 12:00:01 AM","03/01/2006 12:00:01 AM to 03/01/2006 12:00:01 AM"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,119.102490602392,151.549669552923,248.419676363284,375.392072651383,NA,405.266833182388,409.847624973154,NA,NA,NA,NA,NA,NA,NA,NA,0,32.4471789505311,129.317185760893,256.289582048992,NA,286.164342579996,290.745134370763,0,96.8700068103617,223.842403098461,NA,253.717163629465,258.297955420232,0,126.972396288099,NA,156.847156819104,161.42794860987,0,NA,29.8747605310047,34.4555523217712,NA,NA,NA,0,4.5807917907665,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,122.701101709715,153.549457570615,250.63117069141,389.475303135186,NA,416.591462775921,422.615785753615,NA,NA,NA,NA,NA,NA,NA,NA,0,30.8483558609,127.930068981695,266.77420142547,NA,293.890361066206,299.9146840439,0,97.0817131207947,235.92584556457,NA,263.042005205306,269.066328183,0,138.844132443776,NA,165.960292084511,171.984615062205,0,NA,27.1161596407353,33.1404826184293,NA,NA,NA,0,6.024322977694,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,125.947419479783,154.684437474072,252.65024712533,405.578161761772,NA,431.113251957715,433.49362736661,NA,NA,NA,NA,NA,NA,NA,NA,0,28.737017994289,126.702827645547,279.630742281989,NA,305.165832477932,307.546207886827,0,97.9658096512584,250.8937242877,NA,276.428814483643,278.809189892538,0,152.927914636441,NA,178.463004832385,180.84338024128,0,NA,25.5350901959437,27.9154656048385,NA,NA,NA,0,2.3803754088948,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,129.728906263264,157.083043789467,255.923826214617,414.782532979437,NA,441.516543996758,444.580075788737,NA,NA,NA,NA,NA,NA,NA,NA,0,27.3541375262033,126.194919951353,285.053626716173,NA,311.787637733494,314.851169525473,0,98.8407824251498,257.69948918997,NA,284.433500207291,287.49703199927,0,158.85870676482,NA,185.592717782141,188.65624957412,0,NA,26.7340110173214,29.7975428093005,NA,NA,NA,0,3.0635317919791,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,133.48730438672,158.443589929396,254.286327651043,421.387661812473,NA,451.467034058736,455.428178667325,NA,NA,NA,NA,NA,NA,NA,NA,0,24.9562855426764,120.799023264323,287.900357425753,NA,317.979729672016,321.940874280605,0,95.8427377216466,262.944071883076,NA,293.02344412934,296.984588737929,0,167.10133416143,NA,197.180706407693,201.141851016282,0,NA,30.0793722462637,34.0405168548529,NA,NA,NA,0,3.9611446085892,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,136.510179482225,158.133409099,251.907820667695,427.263332729278,NA,460.163295119292,465.808853229861,NA,NA,NA,NA,NA,NA,NA,NA,0,21.6232296167746,115.397641185469,290.753153247053,NA,323.653115637067,329.298673747636,0,93.7744115686948,269.129923630278,NA,302.029886020292,307.675444130861,0,175.355512061583,NA,208.255474451597,213.901032562166,0,NA,32.899962390014,38.545520500583,NA,NA,NA,0,5.645558110569,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,136.449628105715,159.003070849142,250.216943939524,421.425032955396,NA,471.509735115362,473.827494982103,NA,NA,NA,NA,NA,NA,NA,NA,0,22.5534427434273,113.767315833809,284.975404849681,NA,335.060107009648,337.377866876388,0,91.2138730903818,262.421962106254,NA,312.50666426622,314.824424132961,0,171.208089015872,NA,221.292791175839,223.610551042579,0,NA,50.0847021599665,52.4024620267069,NA,NA,NA,0,2.3177598667404,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,137.576095423703,155.826419645058,247.511926409662,415.60690657821,NA,479.67948304038,486.797742299827,NA,NA,NA,NA,NA,NA,NA,NA,0,18.2503242213552,109.935830985959,278.030811154507,NA,342.103387616677,349.221646876124,0,91.6855067646037,259.780486933152,NA,323.853063395322,330.971322654769,0,168.094980168548,NA,232.167556630718,239.285815890165,0,NA,64.0725764621704,71.1908357216174,NA,NA,NA,0,7.118259259447,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,139.333401982597,157.31938780193,246.896026081577,413.485769717737,NA,486.880358845781,498.137007781094,NA,NA,NA,NA,NA,NA,NA,NA,0,17.9859858193334,107.562624098981,274.15236773514,NA,347.546956863184,358.803605798497,0,89.5766382796472,256.166381915807,NA,329.560971043851,340.817619979164,0,166.58974363616,NA,239.984332764204,251.240981699517,0,NA,73.394589128044,84.6512380633571,NA,NA,NA,0,11.2566489353131,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,145.040365801777,164.851385188753,244.107428713444,415.371210785195,NA,494.144549871691,505.113899487915,NA,NA,NA,NA,NA,NA,NA,NA,0,19.8110193869759,99.0670629116671,270.330844983418,NA,349.104184069914,360.073533686138,0,79.2560435246912,250.519825596443,NA,329.293164682938,340.262514299162,0,171.263782071751,NA,250.037121158247,261.006470774471,0,NA,78.7733390864954,89.7426887027197,NA,NA,NA,0,10.9693496162243,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,146.83429775741,168.959312923599,239.239163922764,406.075559343303,NA,498.7542102972,512.500550602398,NA,NA,NA,NA,NA,NA,NA,NA,0,22.125015166189,92.4048661653547,259.241261585893,NA,351.91991253979,365.666252844988,0,70.2798509991657,237.116246419704,NA,329.794897373601,343.541237678799,0,166.836395420539,NA,259.515046374435,273.261386679633,0,NA,92.6786509538967,106.424991259095,NA,NA,NA,0,13.7463403051982,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,148.61203853635,169.610746760899,237.004630790078,392.735840762566,NA,503.319084489906,522.187646167655,NA,NA,NA,NA,NA,NA,NA,NA,0,20.9987082245487,88.3925922537281,244.123802226216,NA,354.707045953556,373.575607631305,0,67.3938840291794,223.125094001667,NA,333.708337729007,352.576899406757,0,155.731209972488,NA,266.314453699828,285.183015377577,0,NA,110.58324372734,129.451805405089,NA,NA,NA,0,18.868561677749,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,152.109259198561,172.089004201978,235.230267323268,384.677715412375,NA,515.182324733925,531.309601743509,NA,NA,NA,NA,NA,NA,NA,NA,0,19.979745003417,83.1210081247074,232.568456213814,NA,363.073065535364,379.200342544948,0,63.1412631212904,212.588711210397,NA,343.093320531947,359.220597541531,0,149.447448089107,NA,279.952057410657,296.079334420241,0,NA,130.50460932155,146.631886331134,NA,NA,NA,0,16.1272770095842,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,167.261868048577,182.267600056434,232.618485094691,375.804873750132,NA,522.811043737917,536.678032962106,NA,NA,NA,NA,NA,NA,NA,NA,0,15.0057320078565,65.3566170461138,208.543005701554,NA,355.549175689339,369.416164913528,0,50.3508850382573,193.537273693698,NA,340.543443681483,354.410432905672,0,143.18638865544,NA,290.192558643225,304.059547867414,0,NA,147.006169987785,160.873159211974,NA,NA,NA,0,13.866989224189,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,177.132064056343,190.426632639065,224.402538843935,367.418187051151,NA,525.94549223844,542.345451646403,NA,NA,NA,NA,NA,NA,NA,NA,0,13.2945685827216,47.2704747875916,190.286122994808,NA,348.813428182097,365.21338759006,0,33.97590620487,176.991554412086,NA,335.518859599375,351.918819007339,0,143.015648207216,NA,301.542953394505,317.942912802469,0,NA,158.527305187289,174.927264595253,NA,NA,NA,0,16.3999594079634,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,189.451220020227,198.919512622477,220.698345495123,357.866697297503,NA,524.862590783279,550.206284902183,NA,NA,NA,NA,NA,NA,NA,NA,0,9.46829260225041,31.2471254748957,168.415477277276,NA,335.411370763052,360.755064881956,0,21.7788328726453,158.947184675025,NA,325.943078160802,351.286772279706,0,137.16835180238,NA,304.164245288157,329.50793940706,0,NA,166.995893485776,192.33958760468,NA,NA,NA,0,25.3436941189038,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,208.322282482397,194.917461297799,203.713778157592,334.791169413957,NA,517.53156903069,554.844119041086,NA,NA,NA,NA,NA,NA,NA,NA,0,-13.404821184598,-4.60850432480544,126.46888693156,NA,309.209286548293,346.521836558689,0,8.79631685979257,139.873708116158,NA,322.614107732891,359.926657743287,0,131.077391256365,NA,313.817790873098,351.130340883494,0,NA,182.740399616733,220.052949627129,NA,NA,NA,0,37.3125500103959,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,201.926796571228,190.284917833514,194.935728975481,316.802922749174,NA,506.287144798378,558.508264436135,NA,NA,NA,NA,NA,NA,NA,NA,0,-11.6418787377141,-6.99106759574681,114.876126177947,NA,304.36034822715,356.581467864907,0,4.65081114196727,126.518004915661,NA,316.002226964864,368.223346602622,0,121.867193773693,NA,311.351415822897,363.572535460654,0,NA,189.484222049204,241.705341686961,NA,NA,NA,0,52.2211196377574,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,186.462741608088,183.551107653529,169.990117152862,285.892287054011,NA,509.492089400234,564.34734227545,NA,NA,NA,NA,NA,NA,NA,NA,0,-2.91163395455857,-16.4726244552256,99.4295454459231,NA,323.029347792146,377.884600667362,0,-13.560990500667,102.341179400482,NA,325.940981746705,380.796234621921,0,115.902169901149,NA,339.501972247372,394.357225122588,0,NA,223.599802346223,278.455055221439,NA,NA,NA,0,54.8552528752161,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,179.724999533103,183.33068842941,160.827465464509,265.681670385644,NA,508.70599097192,572.10537699371,NA,NA,NA,NA,NA,NA,NA,NA,0,3.60568889630764,-18.8975340685932,85.9566708525416,NA,328.980991438818,392.380377460607,0,-22.5032229649008,82.350981956234,NA,325.37530254251,388.7746885643,0,104.854204921135,NA,347.878525507411,411.2779115292,0,NA,243.024320586276,306.423706608066,NA,NA,NA,0,63.3993860217895,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,170.965792652335,182.023079334561,148.395912408134,235.091855204331,NA,515.113755329284,577.689399687137,NA,NA,NA,NA,NA,NA,NA,NA,0,11.0572866822261,-22.5698802442008,64.1260625519961,NA,344.147962676949,406.723607034803,0,-33.6271669264269,53.06877586977,NA,333.090675994723,395.666320352577,0,86.6959427961968,NA,366.71784292115,429.293487279004,0,NA,280.021900124953,342.597544482807,NA,NA,NA,0,62.5756443578533,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,167.560534645492,181.816992017862,143.474470846155,220.772031394442,NA,520.864312006838,587.319460589022,NA,NA,NA,NA,NA,NA,NA,NA,0,14.2564573723698,-24.086063799337,53.2114967489496,NA,353.303777361346,419.758925943529,0,-38.3425211717068,38.9550393765798,NA,339.047319988976,405.502468571159,0,77.2975605482866,NA,377.389841160683,443.844989742866,0,NA,300.092280612396,366.54742919458,NA,NA,NA,0,66.4551485821832,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,165.745946922544,182.825757716692,140.648732016135,209.436533026132,NA,534.131534271085,606.018456579104,NA,NA,NA,NA,NA,NA,NA,NA,0,17.0798107941482,-25.0972149064088,43.6905861035875,NA,368.38558734854,440.272509656559,0,-42.177025700557,26.6107753094392,NA,351.305776554392,423.192698862411,0,68.7878010099963,NA,393.482802254949,465.369724562968,0,NA,324.695001244953,396.581923552972,NA,NA,NA,0,71.8869223080191,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,163.326491132266,186.618852382025,139.613021617155,149.189900230162,NA,546.61601364399,624.352438878803,NA,NA,NA,NA,NA,NA,NA,NA,0,23.2923612497594,-23.7134695151107,-14.1365909021037,NA,383.289522511723,461.025947746537,0,-47.0058307648701,-37.4289521518631,NA,359.997161261964,437.733586496778,0,9.57687861300701,NA,407.002992026834,484.739417261648,0,NA,397.426113413827,475.162538648641,NA,NA,NA,0,77.7364252348139,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,161.154405542013,189.443597286651,140.784792104688,147.753924479011,NA,565.389753974359,639.170711221931,NA,NA,NA,NA,NA,NA,NA,NA,0,28.2891917446381,-20.3696134373247,-13.4004810630014,NA,404.235348432346,478.016305679918,0,-48.6588051819628,-41.6896728076395,NA,375.946156687708,449.72711393528,0,6.96913237432335,NA,424.604961869671,498.385919117243,0,NA,417.635829495348,491.416786742919,NA,NA,NA,0,73.7809572475718,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,154.870306360469,196.00423477824,151.399365665955,153.360531983259,NA,591.74780511425,652.638896159738,NA,NA,NA,NA,NA,NA,NA,NA,0,41.1339284177714,-3.47094069451418,-1.50977437720996,NA,436.877498753781,497.768589799269,0,-44.6048691122856,-42.6437027949814,NA,395.74357033601,456.634661381498,0,1.96116631730422,NA,440.348439448295,501.239530493783,0,NA,438.387273130991,499.278364176479,NA,NA,NA,0,60.8910910454878,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,154.309268440743,197.998153542263,155.897940453831,156.274360923302,NA,607.551189584794,653.652297224267,NA,NA,NA,NA,NA,NA,NA,NA,0,43.6888851015199,1.58867201308811,1.96509248255938,NA,453.241921144051,499.343028783524,0,-42.1002130884318,-41.7237926189605,NA,409.553036042531,455.654143682004,0,0.37642046947127,NA,451.653249130963,497.754356770436,0,NA,451.276828661492,497.377936300964,NA,NA,NA,0,46.1011076394725,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,155.356191363057,204.468362925375,173.938840058005,166.331287628333,NA,601.010382485373,640.421954269162,NA,NA,NA,NA,NA,NA,NA,NA,0,49.112171562318,18.5826486949473,10.9750962652754,NA,445.654191122316,485.065762906105,0,-30.5295228673707,-38.1370752970426,NA,396.542019559998,435.953591343787,0,-7.6075524296719,NA,427.071542427369,466.483114211157,0,NA,434.679094857041,474.090666640829,NA,NA,NA,0,39.4115717837886,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,153.508310405892,209.929632465981,192.390533936267,176.674402087688,NA,583.950731913664,609.383731704533,NA,NA,NA,NA,NA,NA,NA,NA,0,56.4213220600892,38.8822235303748,23.1660916817959,NA,430.442421507772,455.875421298641,0,-17.5390985297144,-33.2552303782933,NA,374.021099447683,399.454099238551,0,-15.7161318485789,NA,391.560197977397,416.993197768266,0,NA,407.276329825976,432.709329616845,NA,NA,NA,0,25.4329997908688,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,153.927225244043,212.173312036684,196.894907868036,180.289942528367,NA,557.464939486568,563.149042918948,NA,NA,NA,NA,NA,NA,NA,NA,0,58.2460867926404,42.9676826239929,26.3627172843234,NA,403.537714242525,409.221817674905,0,-15.2784041686475,-31.883369508317,NA,345.291627449885,350.975730882265,0,-16.6049653396695,NA,360.570031618532,366.254135050912,0,NA,377.174996958202,382.859100390582,NA,NA,NA,0,5.6841034323799,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,154.432583276432,214.097043078799,200.538033085533,183.23057889221,NA,514.701997671848,506.722652983247,NA,NA,NA,NA,NA,NA,NA,NA,0,59.6644598023673,46.1054498091015,28.797995615778,NA,360.269414395416,352.290069706815,0,-13.5590099932658,-30.8664641865893,NA,300.604954593048,292.625609904447,0,-17.3074541933235,NA,314.163964586314,306.184619897713,0,NA,331.471418779638,323.492074091037,NA,NA,NA,0,-7.9793446886011,0
