Transect,Base_Off,Tran_Spac,Tran_Dist,Tran_Flag,Start_X,Start_Y,End_X,End_Y,Inner_X,Inner_Y,Outer_X,Outer_Y,Min_DateX,Min_DateY,Max_DateX,Max_DateY,Num_Dates,Min_Date,Max_Date,Elp_Years,Tran_Mean,Range_Dst,Stdev_Chg,MinDPos,MaxDPos,MinDDist,MaxDDist,MinDAcc,MaxDAcc,Net_Chng,EPR,EPR_Error,EPR_MnEra,EPR_SDEra,EPR_Er_L,EPR_Er_U,LRR,LRR_Rsqr,LRR_int,LRR_SEcoe,LRR_SEres,LRR_Pval,LRR_CI_L,LRR_CI_U,WLR,WLR_Rsqr,WLR_int,WLR_SEcoe,WLR_SEres,WLR_Pval,WLR_CI_L,WLR_CI_U,WLR,RLR,LMS,JK_avg,JK_min,JK_max,MinClass1,MaxClass1,Attr_Chng,Base_Loc,Shore_Loc,T_azimuth,Time_Stmp
11,1,100,524.342303429863,FLAG,459444.166203884,3431182.39939802,459216.34616938,3431654.66297172,459218.463524504,3431650.27376293,459441.938348267,3431187.01767076,459218.463524504,3431650.27376293,459441.938348267,3431187.01767076,7,1867-01-01,2006-03-01,139.254794520548,329.917657075146,514.341524465578,195.672573208839,1,7,-519.469075904882,-5.1275514393045,7.21,5,514.341524465578,3.69352829995152,0.0630072263166471,4.29574775801117,2.02983765463691,2.26591010337426,6.32558541264808,3.91244973405997,0.962039760738256,-48.5129425904132,0.347561552499135,41.7623616428965,9.66454733730224e-05,3.01901432044013,4.8058851476798,4.07621731852348,0.958348481495883,-72.9850937751296,0.380037119569115,7.35055846268905,0.000122047223418508,3.09930080209157,5.05313383495539,4.07621731852348,0,0,0,0,0,NA,NA,NA,undefined,NA,332.899720194791,2010-01-26 10:16:25
12,1,100,543.293703752496,FLAG,459360.602672311,3431127.98304643,459153.204196869,3431630.13234786,459155.13196696,3431625.46486705,459358.812514716,3431132.31734245,459155.13196696,3431625.46486705,459358.812514716,3431132.31734245,7,1867-01-01,2006-03-01,139.254794520548,335.573899419122,533.554352011209,198.028688329106,1,7,-538.24378547108,-4.6894334598709,7.21,5,533.554352011209,3.83149717643998,0.0630072263166471,4.26221145595417,2.03056186204697,2.2316495939072,6.29277331800114,3.96684914483272,0.965585066959581,-48.2711832892823,0.334918299114711,40.2431713976395,7.55370403639671e-05,3.10591424870623,4.8277840409592,4.20634492457388,0.95465621937851,-80.6461232555564,0.409972985764049,7.92956857319244,0.000151125852398299,3.15247581426723,5.26021403488053,4.20634492457388,0,0,0,0,0,NA,NA,NA,undefined,NA,341.331621721377,2010-01-26 10:16:25
13,1,100,554.456142268912,FLAG,459269.329604048,3431087.24663178,459087.268981632,3431610.95985814,459088.910765956,3431606.23712264,459267.64572243,3431092.09046381,459088.910765956,3431606.23712264,459267.64572243,3431092.09046381,7,1867-01-01,2006-03-01,139.254794520548,339.98025876781,544.327999872857,198.205428186719,1,7,-549.456173628571,-5.1281737557137,7.21,5,544.327999872857,3.90886361756498,0.0630072263166471,4.18518429552856,2.52798892353925,1.65719537198932,6.71317321906781,3.95723383553093,0.959196822706826,-43.6800960145278,0.365005860106169,43.8584377987789,0.000115890977584511,3.0189564016412,4.89551126942066,4.25465624510157,0.9398121637498,-83.8994980068071,0.481518868046594,9.31338653044562,0.000308476242582159,3.01687258938483,5.4924399008183,4.25465624510157,0,0,0,0,0,NA,NA,NA,undefined,NA,343.87312497983,2010-01-26 10:16:25
14,1,100,567.307647559481,FLAG,459177.976352588,3431046.61862458,459030.610689164,3431594.4519279,459031.930449735,3431589.54570499,459176.62059513,3431051.65866626,459031.930449735,3431589.54570499,459176.62059513,3431051.65866626,7,1867-01-01,2006-03-01,139.254794520548,339.86443322718,557.007813774868,196.639979951881,1,7,-562.227018546837,-5.2192047719683,7.21,5,557.007813774868,3.99991839198526,0.0630072263166471,5.31140431565878,6.11479171727435,-0.80338740161557,11.4261960329331,3.89474464650391,0.943995073660941,-38.4878981360222,0.42425037815351,50.9771509310616,0.000257237665800265,2.80417433066066,4.98531496234716,4.25736418484122,0.923845415565923,-86.8823620649973,0.546643479917066,10.5730062945797,0.000558871278865654,2.85217238479739,5.66255598488506,4.25736418484122,0,0,0,0,0,NA,NA,NA,undefined,NA,340.748823299048,2010-01-26 10:16:26
15,1,100,577.065582591273,FLAG,459085.505739862,3431008.6108875,458974.409838428,3431574.88148298,458975.39736011,3431569.84795354,459084.549025185,3431013.48738954,458975.39736011,3431569.84795354,459084.549025185,3431013.48738954,7,1867-01-01,2006-03-01,139.254794520548,325.046925082815,566.966633192093,199.558393228371,1,7,-571.93609746176,-4.9694642696667,7.21,5,566.966633192093,4.07143348381038,0.0630072263166471,6.44831333624555,9.31480181241677,-2.86648847617122,15.7631151486623,3.8680006683162,0.90404172699879,-48.9239853858511,0.563570837118505,67.7176429380563,0.00100364606806789,2.41929571132502,5.31670562530738,4.33227280908545,0.88544215398109,-107.614820478187,0.696888210348296,13.4789926255935,0.00157431615877271,2.54086463409502,6.12368098407588,4.33227280908545,0,0,0,0,0,NA,NA,NA,undefined,NA,345.281320392865,2010-01-26 10:16:26
16,1,100,588.384182504155,FLAG,458990.715140739,3430977.44837883,458926.201801571,3431562.28508706,458926.732457863,3431557.47449622,458990.14854085,3430982.58481136,458926.732457863,3431557.47449622,458990.14854085,3430982.58481136,7,1867-01-01,2006-03-01,139.254794520548,306.275206932543,578.376822956325,208.31609233903,1,7,-583.544411811675,-5.1675888553506,7.21,5,578.376822956325,4.15337098408473,0.0630072263166471,7.19280717632554,10.707691601525,-3.51488442519942,17.9004987778505,3.88110115748909,0.835256139327744,-66.1233563772866,0.770840885405657,92.622833549812,0.00398418417604458,1.8995915792995,5.86261073567869,4.45556973394264,0.82144495632946,-134.223938504519,0.928998623418817,17.968399247263,0.00490047709066756,2.06750274725109,6.8436367206342,4.45556973394264,0,0,0,0,0,NA,NA,NA,undefined,NA,353.510726708082,2010-01-26 10:16:26
17,1,100,618.397306971542,FLAG,458896.870223825,3430943.47420322,458899.461300061,3431561.86608189,458899.440228006,3431556.83697953,458896.893047914,3430948.92144979,458899.440228006,3431556.83697953,458896.893047914,3430948.92144979,7,1867-01-01,2006-03-01,139.254794520548,305.538814227264,607.920866087828,222.571905800905,1,7,-613.368160472624,-5.4472943847967,7.21,5,607.920866087828,4.36552915955885,0.0630072263166471,8.06550339019709,12.5424183339774,-4.47691494378036,20.6079217241745,4.01758766852578,0.784053012915423,-78.3119928339922,0.94293383728621,113.301208476357,0.00800927343630946,1.59369907419101,6.44147626286056,4.68265247407403,0.783739133445227,-153.465642979804,1.10004418245673,21.2767086642932,0.00803950402193287,1.85489888025335,7.51040606789471,4.68265247407403,0,0,0,0,0,NA,NA,NA,undefined,NA,1.1486976692628,2010-01-26 10:16:26
18,1,100,651.336525884427,FLAG,458800.370019333,3430918.35560257,458876.575163049,3431565.21883852,458876.015728534,3431560.47010894,458800.957821667,3430923.34513085,458876.015728534,3431560.47010894,458800.957821667,3430923.34513085,7,1867-01-01,2006-03-01,139.254794520548,309.581700044716,641.530924494802,241.205199351508,1,7,-646.554957144593,-5.024032649791,7.21,5,641.530924494802,4.60688572126786,0.0630072263166471,8.305165444096,12.8372786533145,-4.53211320921849,21.1424440974105,4.18595231303936,0.724720614903543,-89.1034902877013,1.15374760234135,138.632205625576,0.0150900603372449,1.22014968355173,7.151754942527,4.93438683507989,0.75055465424108,-166.955382706084,1.27216877733705,24.6058884532805,0.0116569816989186,1.66417288419361,8.20460078596618,4.93438683507989,0,0,0,0,0,NA,NA,NA,undefined,NA,7.8602146639328,2010-01-26 10:16:26
19,1,100,664.107278378179,FLAG,458701.767969237,3430923.90745107,458842.980774633,3431572.82764708,458841.935356947,3431568.02360223,458702.835588161,3430928.81351805,458841.935356947,3431568.02360223,458702.835588161,3430928.81351805,7,1867-01-01,2006-03-01,139.254794520548,324.15272563751,654.169914776666,250.531267365319,1,7,-659.19080148656,-5.0208867098944,7.21,5,654.169914776666,4.69764733795316,0.0630072263166471,6.6834135478236,8.73654409819206,-2.05313055036846,15.4199576460157,4.39472688189432,0.740449257723265,-94.2927107367252,1.16361784975308,139.81819653553,0.0129325772579252,1.40355197369686,7.38590179009177,5.13570930399154,0.767216579044576,-169.187236929123,1.26512216552477,24.4695951034393,0.00973431912680415,1.8836092454327,8.3878093625504,5.13570930399154,0,0,0,0,0,NA,NA,NA,undefined,NA,13.3511754731664,2010-01-26 10:16:26
20,1,100,619.958439970065,FLAG,458629.564252678,3430989.58358705,458810.404262765,3431582.58051625,458808.855313573,3431577.50131882,458632.186353866,3430998.18178361,458808.855313573,3431577.50131882,458632.186353866,3430998.18178361,7,1867-01-01,2006-03-01,139.254794520548,320.924916539275,605.659182376732,228.916730172144,1,7,-614.648309071552,-8.9891266948196,7.21,5,605.659182376732,4.34928782496867,0.0630072263166471,5.16011737668031,5.92336538242941,-0.763248005749099,11.0834827591097,4.13175913241962,0.783917421258052,-74.7917480842937,0.970118334632968,116.567648049758,0.00802232381488466,1.63799056299436,6.62552770184488,4.69972903669,0.809319134298511,-128.094822295271,1.0201909591708,19.7322127296253,0.00580485185644267,2.07724468816515,7.32221338521486,4.69972903669,0,0,0,0,0,NA,NA,NA,undefined,NA,17.6797842655404,2010-01-26 10:16:26
21,1,100,530.2329722539,FLAG,458619.148050498,3431088.28480641,458803.084507168,3431585.59193965,458801.367176606,3431580.94881042,458624.443682746,3431102.60255363,458801.367176606,3431580.94881042,458627.135768522,3431109.88111866,7,1867-01-01,2006-03-01,139.254794520548,296.381681595827,510.016729199908,186.825536084327,1,7,-525.282429526588,-23.0261664605926,7.21,5,502.256263065995,3.6067430553846,0.0630072263166471,2.56230306693502,5.35011598928902,-2.787812922354,7.91241905622405,3.48067769869301,0.83523856671879,-40.6963520354077,0.691355336402287,83.0719950897059,0.00398527560671008,1.70349222896706,5.25786316841896,3.82489458676383,0.853161273661674,-69.980974940374,0.709641827910298,13.7256690860576,0.00296644194911731,2.00070219412987,5.6490869793978,3.82489458676383,0,0,0,0,0,NA,NA,NA,undefined,NA,21.3156662408566,2010-01-26 10:16:26
22,1,100,439.948805148902,FLAG,458615.155190771,3431188.02591813,458787.086615691,3431592.98830685,458785.145823571,3431588.41702028,458619.914112404,3431199.2349468,458785.145823571,3431588.41702028,458619.914112404,3431199.2349468,7,1867-01-01,2006-03-01,139.254794520548,274.276439474387,422.805161618342,148.679903570409,1,7,-434.982585770172,-12.1774241518305,7.21,5,422.805161618342,3.03619823700902,0.0630072263166471,2.94931194276906,3.72741836638326,-0.778106423614207,6.67673030915232,2.87074887613394,0.89710082859427,-7.99598009757292,0.434805982800197,52.2454931151859,0.00119832763377357,1.75304451472175,3.98845323754612,2.98261452140516,0.905809881810791,-12.1681779046972,0.430126568767857,8.31937283828662,0.000957393869417346,1.87693897670594,4.08829006610439,2.98261452140516,0,0,0,0,0,NA,NA,NA,undefined,NA,24.5771059296259,2010-01-26 10:16:26
23,1,100,365.973033537217,FLAG,458600.005430044,3431276.29556038,458757.381083257,3431606.70313453,458755.231214177,3431602.18952004,458605.058488326,3431286.90437245,458755.231214177,3431602.18952004,458605.058488326,3431286.90437245,6,1867-01-01,2002-12-29,136.082191780822,237.021930213935,349.222811228589,115.746347113078,1,6,-360.973568289302,-11.7507570607123,7.21,1,349.222811228589,2.56626386346759,0.0644761686978566,3.06417175602056,3.66339097904415,-0.599219223023598,6.72756273506471,2.37284580897401,0.91216840781501,18.5320237775244,0.368152188744219,38.3519701016384,0.00298203787362381,1.35069146656727,3.39500015138076,2.31959832535576,0.958941905906017,33.5586971840451,0.239986070558961,6.41550659339504,0.000641019910227502,1.65329017443668,2.98590647627484,2.31959832535576,0,0,0,0,0,NA,NA,NA,undefined,NA,24.5546250154389,2010-01-26 10:16:26
24,1,100,277.401609240388,FLAG,458596.022651515,3431376.14021224,458723.156376047,3431622.69379444,458720.765587847,3431618.05727965,458599.473312585,3431382.83216476,458720.765587847,3431618.05727965,458599.473312585,3431382.83216476,6,1867-01-01,2002-12-29,136.082191780822,222.039770588362,264.655758886438,100.215414838678,1,6,-272.184987950691,-7.5292290642533,7.21,1,264.655758886438,1.9448228708184,0.0644761686978566,2.50110090734576,2.92567164880035,-0.424570741454581,5.42677255614611,2.01546588738082,0.877874481791694,33.0044335724996,0.375865490529046,39.1554973615079,0.0058377125690471,0.971895985988681,3.05903578877296,1.2815688282748,0.778901992174602,92.9300220533932,0.341399552274198,9.1265758612399,0.0198802643252062,0.333691712446382,2.22944594410321,1.2815688282748,0,0,0,0,0,NA,NA,NA,undefined,NA,26.8893099323073,2010-01-26 10:16:26
25,1,100,310.793017226229,FLAG,458505.873504201,3431388.42260507,458653.858741022,3431661.72220119,458651.480887593,3431657.33077407,458507.614036869,3431391.63702622,458651.480887593,3431657.33077407,458578.09645609,3431521.80417748,6,1867-01-01,2002-12-29,136.082191780822,190.561470414625,302.143737955572,99.1361120683924,1,6,-305.799139069399,-151.679921677194,7.21,1,154.119217392204,1.13254508452093,0.0644761686978566,1.56632599917548,3.88318444834028,-2.31685844916481,5.44951044751576,1.58748129452021,0.556549819503641,39.0558440820631,0.708514945709496,73.8089975971689,0.0885653899748373,-0.379671558454396,3.55463414749482,0.192117570304167,0.0245358948606538,133.210014487348,0.605677980822874,16.1914859074651,0.766962576082926,-1.48951409487758,1.87374923548592,0.192117570304167,0,0,0,0,0,NA,NA,NA,undefined,NA,30.0085618993795,2010-01-26 10:16:26
26,1,100,235.809660667197,FLAG,458496.755252424,3431480.47899336,458614.279706249,3431684.91528861,458611.787689678,3431680.58037261,458542.590515717,3431560.21041192,458611.787689678,3431680.58037261,458562.009121625,3431593.98949127,6,1867-01-01,2002-12-29,136.082191780822,118.41472145242,138.842271373025,50.4085842785783,1,6,-230.809496337357,-130.930136262596,7.21,1,99.8793600747604,0.733963487563671,0.0644761686978566,0.617172916383491,1.67156700391382,-1.05439408753033,2.28873992029731,0.783664822525101,0.524568589685574,39.5662739536323,0.373029476765713,38.8600578167093,0.103558316019836,-0.252031042335556,1.81936068738576,0.141099529554971,0.0515345601516125,83.045058071437,0.302661401377191,8.09099549644276,0.665331118091905,-0.699223236831035,0.981422295940977,0.141099529554971,0,0,0,0,0,NA,NA,NA,undefined,NA,30.3588669393444,2010-01-26 10:16:26
27,1,100,139.790404452776,FLAG,458537.221242277,3431570.08173059,458626.046778402,3431678.02329491,458622.82905276,3431674.11308672,458541.557938903,3431575.35172206,458622.82905276,3431674.11308672,458560.806012934,3431598.74214909,6,1867-01-01,2002-12-29,136.082191780822,113.532475779895,127.901528908212,47.7588252320789,1,6,-134.726464638921,-37.1168559498929,7.21,1,97.6096086890282,0.717284219277135,0.0644761686978566,0.526757513998514,1.47138694973629,-0.94462943573778,1.99814446373481,0.73841116128473,0.518847600245908,38.9112670872323,0.3555409911521,37.0382083265187,0.106399606642332,-0.24872888329669,1.72555120586615,0.162344109385481,0.0772888044853765,77.6486509306568,0.280466593419647,7.49766549000067,0.593730516211085,-0.616355991085997,0.941044209856959,0.162344109385481,0,0,0,0,0,NA,NA,NA,undefined,NA,30.3588669439168,2010-01-26 10:16:26
28,1,100,78.6548603501009,FLAG,458503.66212425,3431664.02257707,458564.14276102,3431714.30855556,458560.035286891,3431710.89344013,458507.731763969,3431667.40623548,458560.035286891,3431710.89344013,458534.356001316,3431689.54267283,6,1867-01-01,2002-12-29,136.082191780822,49.2324527383434,68.0205518814146,25.1189044373119,1,6,-73.3131043563176,-39.9172816823054,7.21,1,33.3958226740122,0.245409206281749,0.0644761686978566,-0.0835571062204726,1.23461257628326,-1.31816968250373,1.15105547006278,0.193537937850113,0.128849105990094,26.428274037564,0.251618229536574,26.2121348487173,0.48469218763183,-0.505066263925243,0.892142139625469,-0.0292549152194632,0.0076340294416279,38.1453699622676,0.166773815435996,4.45833589442604,0.869274104095038,-0.492293258761894,0.433783428322967,-0.0292549152194632,0,0,0,0,0,NA,NA,NA,undefined,NA,31.8500972531252,2010-01-26 10:16:26
29,1,100,50.0969578023709,FLAG,458469.473376239,3431757.97185258,458514.16676222,3431780.60383063,458509.527338989,3431778.25450483,458474.045380426,3431760.28703851,458489.064027577,3431767.89222852,458509.527338989,3431778.25450483,6,1867-01-01,2002-12-29,136.082191780822,-3.3096667810732,39.7718396568304,14.9724395190881,1,6,-21.9592230899113,-44.8966136197409,7.21,1,-22.9373905298296,-0.168555416617431,0.0644761686978566,-0.205425959610453,0.746311911818585,-0.951737871429039,0.540885952208132,-0.206645529484547,0.413444740971512,12.8294336631104,0.123067038303364,12.8204137251158,0.168426767364217,-0.548334405593113,0.135043346624019,-0.322529393939356,0.773701598048352,21.3411203396204,0.0872154250024803,2.33151504521048,0.0208705218550091,-0.564678233785238,-0.0803805540934746,-0.322529393939356,0,0,0,0,0,NA,NA,NA,undefined,NA,77.212920394487,2010-01-26 10:16:26
30,1,100,76.9957094708584,FLAG,458425.501545604,3431847.08166269,458499.716740624,3431867.58639641,458494.83569416,3431866.23782409,458430.503590046,3431848.46366525,458430.503590046,3431848.46366525,458494.83569416,3431866.23782409,6,1867-01-01,2002-12-29,136.082191780822,-43.8916011349701,66.7423429487088,24.8353585256097,1,6,-5.1894488786118,-71.9317918273206,7.21,1,-66.7423429487088,-0.490456113877163,0.0644761686978566,-0.363350828418243,0.710646357790265,-1.07399718620851,0.347295529372022,-0.5180665678785,0.944454074862247,2.50197102410986,0.0628190336485242,6.54412434303326,0.00117912366721232,-0.6924801663652,-0.3436529693918,-0.533089704461858,0.977512855328502,5.81526729944146,0.0404274378033374,1.08073978284359,0.000191066520526812,-0.645334266266622,-0.420845142657093,-0.533089704461858,0,0,0,0,0,NA,NA,NA,undefined,NA,83.1640882640999,2010-01-26 10:16:26
