"Transect","Year","Transect_number","Date","Accuracy","Transect_spacing","Transect_distance","Location","Baseline_location","Start_X","Start_Y","End_X","End_Y","Azimuth","Shoreline_location","Class_1","Class_2","Class_3","Position_X","Position_Y","Change_Distance_Raw","Change_Years","Change_Years_Eras","Change_Distance_Cumulative","Change_Distance_Eras","Rate_Consecutive_Eras","Size_1"
"14","T002",2006,2,2006-03-01,5,50,320.045940981181,"NA","NA",1986.8082067669,1024.83448290778,1643.3520897592,587.676735742949,311.058553597038,"Jekyll","undefined","undefined","undefined",1978.00272904715,1023.27929329779,-5.3704210680504,"139.15947980835","2.26420260095827","309.67551991045","1.14030072768202","0.503621331059072",1
"15","T003",1867,3,1867-01-01,7.21,50,334.732911342039,"NA","NA",1966.55152286513,979.219489534851,1612.02086145669,551.708584582899,311.058553597037,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1713.1641666395,1190.71530274209,-329.732911338835,"0","0","0","0","0",1
"16","T003",1924,3,1924-10-01,13.84,50,334.732911342039,"NA","NA",1966.55152286513,979.219489534851,1612.02086145669,551.708584582899,311.058553597037,"Jekyll","undefined","undefined","undefined",1790.2618818105,1123.55682954472,-227.486550979474,"57.7467488021903","57.7467488021903","102.246360359361","102.246360359361","1.77059942733059",1
"17","T003",1933,3,1933-11-24,4.85,50,334.732911342039,"NA","NA",1966.55152286513,979.219489534851,1612.02086145669,551.708584582899,311.058553597037,"Jekyll","Natural.Mean High Water","undefined","undefined",1834.80850395304,1084.75304498989,-168.409184415935,"66.8939082819986","9.14715947980835","161.3237269229","59.0773665635386","6.45854778130275",1
"18","T003",1951,3,1951-05-12,3.65,50,334.732911342039,"NA","NA",1966.55152286513,979.219489534851,1612.02086145669,551.708584582899,311.058553597037,"Jekyll","undefined","undefined","undefined",1881.08715542644,1044.44051993405,-107.034814695596,"84.355806525211","17.4618982432124","222.698096643239","61.3743697203387","3.5147593271651",1
"19","T003",1974,3,1974-04-18,7.21,50,334.732911342039,"NA","NA",1966.55152286513,979.219489534851,1612.02086145669,551.708584582899,311.058553597037,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1924.93578063254,1006.2447483209,-48.883125970074,"107.290782569017","22.9349760438056","280.849785368761","58.1516887255223","2.5355024838244",1
"20","T003",2003,3,2003-11-25,5,50,334.732911342039,"NA","NA",1966.55152286513,979.219489534851,1612.02086145669,551.708584582899,311.058553597037,"Jekyll","undefined","undefined","undefined",1957.51559107669,977.865044438746,-5.6760473721618,"136.895277207392","29.6044946383755","324.056863966673","43.2070785979122","1.45947698569743",1
"21","T003",2006,3,2006-03-01,5,50,334.732911342039,"NA","NA",1966.55152286513,979.219489534851,1612.02086145669,551.708584582899,311.058553597037,"Jekyll","undefined","undefined","undefined",1957.8472183643,977.576169700827,-5.2362459711567,"139.15947980835","2.26420260095827","324.496665367678","0.439801401005127","0.194241187082371",1
"22","T004",1867,4,1867-01-01,7.21,50,350.213522489233,"NA","NA",1947.00308205595,933.209267437924,1580.79944036051,515.866491748951,311.058553597042,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1681.9427455432,1154.87320990767,-345.213522486073,"0","0","0","0","0",1
"23","T004",1924,4,1924-10-01,13.84,50,350.213522489233,"NA","NA",1947.00308205595,933.209267437924,1580.79944036051,515.866491748951,311.058553597042,"Jekyll","undefined","undefined","undefined",1760.56675839203,1086.38520545978,-240.942998608788,"57.7467488021903","57.7467488021903","104.270523877285","104.270523877285","1.80565185123166",1
"24","T004",1933,4,1933-11-24,4.85,50,350.213522489233,"NA","NA",1947.00308205595,933.209267437924,1580.79944036051,515.866491748951,311.058553597042,"Jekyll","Natural.Mean High Water","undefined","undefined",1804.51331610343,1048.10412655072,-182.661432594155,"66.8939082819986","9.14715947980835","162.552089891918","58.2815660146331","6.3715480355716",1
"25","T004",1951,4,1951-05-12,3.65,50,350.213522489233,"NA","NA",1947.00308205595,933.209267437924,1580.79944036051,515.866491748951,311.058553597042,"Jekyll","undefined","undefined","undefined",1853.54391564673,1005.3944275938,-117.637451813121,"84.355806525211","17.4618982432124","227.576070672951","65.0239807810336","3.72376358373919",1
"26","T004",1974,4,1974-04-18,7.21,50,350.213522489233,"NA","NA",1947.00308205595,933.209267437924,1580.79944036051,515.866491748951,311.058553597042,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1902.66914200934,962.602300866973,-52.4879777171901,"107.290782569017","22.9349760438056","292.725544768883","65.1494740959313","2.8406166185435",1
"27","T004",2003,4,2003-11-25,5,50,350.213522489233,"NA","NA",1947.00308205595,933.209267437924,1580.79944036051,515.866491748951,311.058553597042,"Jekyll","undefined","undefined","undefined",1935.20942617091,934.257027640007,-9.3333185523795,"136.895277207392","29.6044946383755","335.880203933693","43.1546591648106","1.45770632777059",1
"28","T004",2006,4,2006-03-01,5,50,350.213522489233,"NA","NA",1947.00308205595,933.209267437924,1580.79944036051,515.866491748951,311.058553597042,"Jekyll","undefined","undefined","undefined",1938.25965164992,931.600029496942,-5.2881344270896,"139.15947980835","2.26420260095827","339.925388058983","4.04518412528995","1.78658222704007",1
"29","T005",1867,5,1867-01-01,7.21,50,363.353162618411,"NA","NA",1925.60432247433,888.085406135768,1539.72232265031,467.669607970864,308.654314106336,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1641.00007775053,1106.83737511886,-358.353162617349,"0","0","0","0","0",1
"30","T005",1924,5,1924-10-01,13.84,50,363.353162618411,"NA","NA",1925.60432247433,888.085406135768,1539.72232265031,467.669607970864,308.654314106336,"Jekyll","undefined","undefined","undefined",1725.82003703993,1038.99474555207,-249.738946786988,"57.7467488021903","57.7467488021903","108.614215830361","108.614215830361","1.88087153100889",1
"31","T005",1933,5,1933-11-24,4.85,50,363.353162618411,"NA","NA",1925.60432247433,888.085406135768,1539.72232265031,467.669607970864,308.654314106336,"Jekyll","Natural.Mean High Water","undefined","undefined",1767.04631989484,1006.02020206489,-196.947594122031,"66.8939082819986","9.14715947980835","161.405568495318","52.791352664957","5.77133838996574",1
"32","T005",1951,5,1951-05-12,3.65,50,363.353162618411,"NA","NA",1925.60432247433,888.085406135768,1539.72232265031,467.669607970864,308.654314106336,"Jekyll","undefined","undefined","undefined",1822.00389518461,962.062783863861,-126.572955958336,"84.355806525211","17.4618982432124","231.780206659013","70.3746381636951","4.03018258287299",1
"33","T005",1974,5,1974-04-18,7.21,50,363.353162618411,"NA","NA",1925.60432247433,888.085406135768,1539.72232265031,467.669607970864,308.654314106336,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1880.4926798098,915.280953473877,-51.6765102377509,"107.290782569017","22.9349760438056","306.676652379598","74.8964457205847","3.26559947468587",1
"34","T005",2003,5,2003-11-25,5,50,363.353162618411,"NA","NA",1925.60432247433,888.085406135768,1539.72232265031,467.669607970864,308.654314106336,"Jekyll","undefined","undefined","undefined",1912.45691824734,889.714589071926,-10.7454520105649,"136.895277207392","29.6044946383755","347.607710606784","40.931058227186","1.38259607965502",1
"35","T005",2006,5,2006-03-01,5,50,363.353162618411,"NA","NA",1925.60432247433,888.085406135768,1539.72232265031,467.669607970864,308.654314106336,"Jekyll","undefined","undefined","undefined",1916.86288022314,886.190512324683,-5.1035004109695,"139.15947980835","2.26420260095827","353.24966220638","5.64195159959542","2.49180510489988",1
"36","T006",1867,6,1867-01-01,7.21,50,372.928016503708,"NA","NA",1902.43626815034,843.790562463924,1509.07699004788,429.355411125813,308.654314106338,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1610.35474514903,1068.52317827381,-367.928016501382,"0","0","0","0","0",1
"37","T006",1924,6,1924-10-01,13.84,50,372.928016503708,"NA","NA",1902.43626815034,843.790562463924,1509.07699004788,429.355411125813,308.654314106338,"Jekyll","undefined","undefined","undefined",1695.50839387032,1000.41364963306,-258.886502470486,"57.7467488021903","57.7467488021903","109.041514030896","109.041514030896","1.88827105062511",1
"38","T006",1933,6,1933-11-24,4.85,50,372.928016503708,"NA","NA",1902.43626815034,843.790562463924,1509.07699004788,429.355411125813,308.654314106338,"Jekyll","Natural.Mean High Water","undefined","undefined",1732.2897294815,970.994364976883,-211.787023078204,"66.8939082819986","9.14715947980835","156.140993423179","47.0994793922825","5.14908256451098",1
"39","T006",1951,6,1951-05-12,3.65,50,372.928016503708,"NA","NA",1902.43626815034,843.790562463924,1509.07699004788,429.355411125813,308.654314106338,"Jekyll","undefined","undefined","undefined",1794.4257989772,921.295280222781,-132.220131987943,"84.355806525211","17.4618982432124","235.70788451344","79.5668910902609","4.5566003181349",1
"40","T006",1974,6,1974-04-18,7.21,50,372.928016503708,"NA","NA",1902.43626815034,843.790562463924,1509.07699004788,429.355411125813,308.654314106338,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1857.90891570575,870.518769504968,-50.9283110568914,"107.290782569017","22.9349760438056","316.999705444491","81.2918209310513","3.54444760595278",1
"41","T006",2003,6,2003-11-25,5,50,372.928016503708,"NA","NA",1902.43626815034,843.790562463924,1509.07699004788,429.355411125813,308.654314106338,"Jekyll","undefined","undefined","undefined",1888.07726681023,846.388832567725,-12.29693436726,"136.895277207392","29.6044946383755","355.631082134122","38.6313766896314","1.30491593123007",1
"42","T006",2006,6,2006-03-01,5,50,372.928016503708,"NA","NA",1902.43626815034,843.790562463924,1509.07699004788,429.355411125813,308.654314106338,"Jekyll","undefined","undefined","undefined",1893.74154624762,841.858299721032,-5.0436737611274,"139.15947980835","2.26420260095827","362.884342740255","7.25326060613259","3.20345034629976",1
"43","T007",1867,7,1867-01-01,7.21,50,380.014107429053,"NA","NA",1877.06623586215,800.727147414815,1478.1732259253,390.718111369759,308.654314106343,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1579.45098102675,1029.88587851683,-375.01410742621,"0","0","0","0","0",1
"44","T007",1924,7,1924-10-01,13.84,50,380.014107429053,"NA","NA",1877.06623586215,800.727147414815,1478.1732259253,390.718111369759,308.654314106343,"Jekyll","undefined","undefined","undefined",1664.34589851415,961.983294178732,-266.303905628106,"57.7467488021903","57.7467488021903","108.710201798104","108.710201798104","1.88253371926595",1
"45","T007",1933,7,1933-11-24,4.85,50,380.014107429053,"NA","NA",1877.06623586215,800.727147414815,1478.1732259253,390.718111369759,308.654314106343,"Jekyll","Natural.Mean High Water","undefined","undefined",1697.09124775894,935.792163959704,-224.372614218401,"66.8939082819986","9.14715947980835","150.641493207808","41.9312914097044","4.58407787710103",1
"46","T007",1951,7,1951-05-12,3.65,50,380.014107429053,"NA","NA",1877.06623586215,800.727147414815,1478.1732259253,390.718111369759,308.654314106343,"Jekyll","undefined","undefined","undefined",1762.19174940104,883.721999643836,-141.009688849634,"84.355806525211","17.4618982432124","234.004418576576","83.3629253687677","4.77398987255991",1
"47","T007",1974,7,1974-04-18,7.21,50,380.014107429053,"NA","NA",1877.06623586215,800.727147414815,1478.1732259253,390.718111369759,308.654314106343,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1833.7939367026,826.451509182807,-49.3211819149277,"107.290782569017","22.9349760438056","325.692925511282","91.6885069347059","3.99775900177884",1
"48","T007",2003,7,2003-11-25,5,50,380.014107429053,"NA","NA",1877.06623586215,800.727147414815,1478.1732259253,390.718111369759,308.654314106343,"Jekyll","undefined","undefined","undefined",1863.42688308301,802.749811833724,-11.3754052275471,"136.895277207392","29.6044946383755","363.638702198663","37.9457766873806","1.28175728553706",1
"49","T007",2006,7,2006-03-01,5,50,380.014107429053,"NA","NA",1877.06623586215,800.727147414815,1478.1732259253,390.718111369759,308.654314106343,"Jekyll","undefined","undefined","undefined",1868.33943439741,798.820543277077,-5.0847524942862,"139.15947980835","2.26420260095827","369.929354931924","6.29065273326091","2.77830823557863",1
"50","T008",1867,8,1867-01-01,7.21,50,388.603161136665,"NA","NA",1850.91901011363,758.168750208803,1474.2890322046,385.861914678942,315.058986155119,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1575.1974295245,1024.6102102208,-383.598356953366,"0","0","0","0","0",1
"51","T008",1924,8,1924-10-01,13.84,50,388.603161136665,"NA","NA",1850.91901011363,758.168750208803,1474.2890322046,385.861914678942,315.058986155119,"Jekyll","undefined","undefined","undefined",1651.77435411169,947.875450797845,-275.190568104952,"57.7467488021903","57.7467488021903","108.407788848413","108.407788848413","1.87729683656756",1
"52","T008",1933,8,1933-11-24,4.85,50,388.603161136665,"NA","NA",1850.91901011363,758.168750208803,1474.2890322046,385.861914678942,315.058986155119,"Jekyll","Natural.Mean High Water","undefined","undefined",1680.44577605295,919.144933389034,-234.60124602749,"66.8939082819986","9.14715947980835","148.997110925876","40.5893220774629","4.43736901789683",1
"53","T008",1951,8,1951-05-12,3.65,50,388.603161136665,"NA","NA",1850.91901011363,758.168750208803,1474.2890322046,385.861914678942,315.058986155119,"Jekyll","undefined","undefined","undefined",1741.20358156331,858.261898269877,-148.588137167814,"84.355806525211","17.4618982432124","235.010219785551","86.0131088596753","4.92575936829258",1
"54","T008",1974,8,1974-04-18,7.21,50,388.603161136665,"NA","NA",1850.91901011363,758.168750208803,1474.2890322046,385.861914678942,315.058986155119,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1811.27294743172,788.048110475764,-49.3929153598486,"107.290782569017","22.9349760438056","334.205441593517","99.1952218079656","4.32506324046311",1
"55","T008",2003,8,2003-11-25,5,50,388.603161136665,"NA","NA",1850.91901011363,758.168750208803,1474.2890322046,385.861914678942,315.058986155119,"Jekyll","undefined","undefined","undefined",1838.05208426493,761.213778416626,-11.4824478526579,"136.895277207392","29.6044946383755","372.115909100708","37.9104675071907","1.28056458893402",1
"56","T008",2006,8,2006-03-01,5,50,388.603161136665,"NA","NA",1850.91901011363,758.168750208803,1474.2890322046,385.861914678942,315.058986155119,"Jekyll","undefined","undefined","undefined",1842.53152320691,756.725106778089,-5.141032686144,"139.15947980835","2.26420260095827","378.457324267222","6.34141516651391","2.80072779875355",1
"57","T009",1867,9,1867-01-01,7.21,50,400.927117169413,"NA","NA",1823.94485042244,716.309445684776,1451.31285931781,364.859455876052,317.56964920723,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1552.0594382197,1003.45983363083,-395.927117165606,"0","0","0","0","0",1
"58","T009",1924,9,1924-10-01,13.84,50,400.927117169413,"NA","NA",1823.94485042244,716.309445684776,1451.31285931781,364.859455876052,317.56964920723,"Jekyll","undefined","undefined","undefined",1627.60286961042,920.817179435864,-283.960075949615,"57.7467488021903","57.7467488021903","111.96704121599","111.96704121599","1.93893238214207",1
"59","T009",1933,9,1933-11-24,4.85,50,400.927117169413,"NA","NA",1823.94485042244,716.309445684776,1451.31285931781,364.859455876052,317.56964920723,"Jekyll","Natural.Mean High Water","undefined","undefined",1653.16051734483,892.857741998974,-246.079691850404,"66.8939082819986","9.14715947980835","149.847425315202","37.8803840992115","4.14121828561419",1
"60","T009",1951,9,1951-05-12,3.65,50,400.927117169413,"NA","NA",1823.94485042244,716.309445684776,1451.31285931781,364.859455876052,317.56964920723,"Jekyll","undefined","undefined","undefined",1714.69553336652,825.539949354716,-154.875287333832,"84.355806525211","17.4618982432124","241.051829831774","91.204404516572","5.22305211302122",1
"61","T009",1974,9,1974-04-18,7.21,50,400.927117169413,"NA","NA",1823.94485042244,716.309445684776,1451.31285931781,364.859455876052,317.56964920723,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1787.5878898981,745.797505790833,-46.8375488056944,"107.290782569017","22.9349760438056","349.089568359911","108.037738528137","4.71061048076902",1
"62","T009",2003,9,2003-11-25,5,50,400.927117169413,"NA","NA",1823.94485042244,716.309445684776,1451.31285931781,364.859455876052,317.56964920723,"Jekyll","undefined","undefined","undefined",1811.82867616933,719.278682375792,-10.9089569273612,"136.895277207392","29.6044946383755","385.018160238244","35.9285918783332","1.21361949653955",1
"63","T009",2006,9,2006-03-01,5,50,400.927117169413,"NA","NA",1823.94485042244,716.309445684776,1451.31285931781,364.859455876052,317.56964920723,"Jekyll","undefined","undefined","undefined",1815.66859085043,715.077910246793,-5.2176098778574,"139.15947980835","2.26420260095827","390.709507287748","5.6913470495038","2.51362093087212",1
"64","T010",1867,10,1867-01-01,7.21,50,411.186404099544,"NA","NA",1794.76452761615,675.736163653899,1415.2106626287,331.858533467632,317.569649207232,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1515.95724153024,970.458911222871,-406.186404095708,"0","0","0","0","0",1
"65","T010",1924,10,1924-10-01,13.84,50,411.186404099544,"NA","NA",1794.76452761615,675.736163653899,1415.2106626287,331.858533467632,317.569649207232,"Jekyll","undefined","undefined","undefined",1594.28493387095,884.770344092045,-290.092657820229,"57.7467488021903","57.7467488021903","116.093746275479","116.093746275479","2.0103945015702",1
"66","T010",1933,10,1933-11-24,4.85,50,411.186404099544,"NA","NA",1794.76452761615,675.736163653899,1415.2106626287,331.858533467632,317.569649207232,"Jekyll","Natural.Mean High Water","undefined","undefined",1617.51813813084,859.353790592868,-255.657458213498,"66.8939082819986","9.14715947980835","150.52894588221","34.4351996067314","3.76457846643479",1
"67","T010",1951,10,1951-05-12,3.65,50,411.186404099544,"NA","NA",1794.76452761615,675.736163653899,1415.2106626287,331.858533467632,317.569649207232,"Jekyll","undefined","undefined","undefined",1682.14180567925,788.657089215703,-159.875194756459,"84.355806525211","17.4618982432124","246.311209339249","95.782263457039","5.48521484451271",1
"68","T010",1974,10,1974-04-18,7.21,50,411.186404099544,"NA","NA",1794.76452761615,675.736163653899,1415.2106626287,331.858533467632,317.569649207232,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1761.31523976784,702.04330143379,-42.5279284938381,"107.290782569017","22.9349760438056","363.65847560187","117.34726626262","5.11652011488864",1
"69","T010",2003,10,2003-11-25,5,50,411.186404099544,"NA","NA",1794.76452761615,675.736163653899,1415.2106626287,331.858533467632,317.569649207232,"Jekyll","undefined","undefined","undefined",1783.66922693513,677.58858978888,-9.3958645083749,"136.895277207392","29.6044946383755","396.790539587333","33.1320639854632","1.11915654667231",1
"70","T010",2006,10,2006-03-01,5,50,411.186404099544,"NA","NA",1794.76452761615,675.736163653899,1415.2106626287,331.858533467632,317.569649207232,"Jekyll","undefined","undefined","undefined",1786.56545942795,674.420182741713,-5.1032003163275,"139.15947980835","2.26420260095827","401.08320377938","4.29266419204743","1.8958834294381",1
"71","T011",1867,11,1867-01-01,7.21,50,419.906013653573,"NA","NA",1764.30734937731,636.152489962988,1383.79420419241,303.140831990633,318.473410297281,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1484.48256592429,941.687993584666,-414.905391568421,"0","0","0","0","0",1
"72","T011",1924,11,1924-10-01,13.84,50,419.906013653573,"NA","NA",1764.30734937731,636.152489962988,1383.79420419241,303.140831990633,318.473410297281,"Jekyll","undefined","undefined","undefined",1563.44365239143,852.522136376705,-295.802900966029,"57.7467488021903","57.7467488021903","119.102490602392","119.102490602392","2.06249690368498",1
"73","T011",1933,11,1933-11-24,4.85,50,419.906013653573,"NA","NA",1764.30734937731,636.152489962988,1383.79420419241,303.140831990633,318.473410297281,"Jekyll","Natural.Mean High Water","undefined","undefined",1584.9550791448,828.230616440065,-263.355722015498,"66.8939082819986","9.14715947980835","151.549669552923","32.4471789505311","3.54724097925217",1
"74","T011",1951,11,1951-05-12,3.65,50,419.906013653573,"NA","NA",1764.30734937731,636.152489962988,1383.79420419241,303.140831990633,318.473410297281,"Jekyll","undefined","undefined","undefined",1649.17675028834,755.709066711832,-166.485715205137,"84.355806525211","17.4618982432124","248.419676363284","96.8700068103617","5.54750723324229",1
"75","T011",1974,11,1974-04-18,7.21,50,419.906013653573,"NA","NA",1764.30734937731,636.152489962988,1383.79420419241,303.140831990633,318.473410297281,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1733.3553288515,660.651419305708,-39.5133189170378,"107.290782569017","22.9349760438056","375.392072651383","126.972396288099","5.53619049113383",1
"76","T011",2003,11,2003-11-25,5,50,419.906013653573,"NA","NA",1764.30734937731,636.152489962988,1383.79420419241,303.140831990633,318.473410297281,"Jekyll","undefined","undefined","undefined",1753.16132566601,638.285735615063,-9.6385583860331,"136.895277207392","29.6044946383755","405.266833182388","29.8747605310047","1.00912921824644",1
"77","T011",2006,11,2006-03-01,5,50,419.906013653573,"NA","NA",1764.30734937731,636.152489962988,1383.79420419241,303.140831990633,318.473410297281,"Jekyll","undefined","undefined","undefined",1756.19824197935,634.856334393844,-5.0577665952666,"139.15947980835","2.26420260095827","409.847624973154","4.58079179076645","2.02313688219762",1
"78","T012",1867,12,1867-01-01,7.21,50,432.792965304942,"NA","NA",1735.25139011774,595.519321929663,1360.7882039487,284.514488828834,321.005337828062,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1461.30755544425,922.919333870988,-427.792965302015,"0","0","0","0","0",1
"79","T012",1924,12,1924-10-01,13.84,50,432.792965304942,"NA","NA",1735.25139011774,595.519321929663,1360.7882039487,284.514488828834,321.005337828062,"Jekyll","undefined","undefined","undefined",1538.5169767373,827.555474760942,-305.091863592299,"57.7467488021903","57.7467488021903","122.701101709715","122.701101709715","2.12481402424964",1
"80","T012",1933,12,1933-11-24,4.85,50,432.792965304942,"NA","NA",1735.25139011774,595.519321929663,1360.7882039487,284.514488828834,321.005337828062,"Jekyll","Natural.Mean High Water","undefined","undefined",1557.92824257514,803.579991077073,-274.243507731399,"66.8939082819986","9.14715947980835","153.549457570615","30.8483558609","3.372451953964",1
"81","T012",1951,12,1951-05-12,3.65,50,432.792965304942,"NA","NA",1735.25139011774,595.519321929663,1360.7882039487,284.514488828834,321.005337828062,"Jekyll","undefined","undefined","undefined",1619.01671516203,728.127638300881,-177.161794610605,"84.355806525211","17.4618982432124","250.63117069141","97.0817131207947","5.55963113337527",1
"82","T012",1974,12,1974-04-18,7.21,50,432.792965304942,"NA","NA",1735.25139011774,595.519321929663,1360.7882039487,284.514488828834,321.005337828062,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1706.3841060538,620.217341651674,-38.317662166829,"107.290782569017","22.9349760438056","389.475303135186","138.844132443776","6.05381632745482",1
"83","T012",2003,12,2003-11-25,5,50,432.792965304942,"NA","NA",1735.25139011774,595.519321929663,1360.7882039487,284.514488828834,321.005337828062,"Jekyll","undefined","undefined","undefined",1723.44689493161,599.142537989654,-11.2015025260937,"136.895277207392","29.6044946383755","416.591462775921","27.1161596407353","0.915947391501334",1
"84","T012",2006,12,2006-03-01,5,50,432.792965304942,"NA","NA",1735.25139011774,595.519321929663,1360.7882039487,284.514488828834,321.005337828062,"Jekyll","undefined","undefined","undefined",1727.2376880403,594.460406536702,-5.1771795483997,"139.15947980835","2.26420260095827","422.615785753615","6.024322977694","2.66068194389687",1
"85","T013",1867,13,1867-01-01,7.21,50,443.646117769547,"NA","NA",1704.16908896313,556.389820629731,1322.87657844968,253.820107409731,321.005337828081,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1423.3959299447,892.224952452816,-438.64611776695,"0","0","0","0","0",1
